"","County_FIPS_Code","State_FIPS_Code","CHSI_County_Name","CHSI_State_Name","CHSI_State_Abbr","Strata_ID_Number","Strata_Determining_Factors","Number_Counties","Population_Size","Population_Density","Poverty","Age_19_Under","Age_19_64","Age_65_84","Age_85_and_Over","White","Black","Native_American","Asian","Hispanic","No_HS_Diploma","Unemployed","Sev_Work_Disabled","Major_Depression","Recent_Drug_Use","Ecol_Rpt","Ecol_Rpt_Ind","Ecol_Exp","Salm_Rpt","Salm_Rpt_Ind","Salm_Exp","Shig_Rpt","Shig_Rpt_Ind","Shig_Exp","Toxic_Chem","Carbon_Monoxide_Ind","Nitrogen_Dioxide_Ind","Sulfur_Dioxide_Ind","Ozone_Ind","Particulate_Matter_Ind","Lead_Ind","EH_Time_Span","No_Exercise","Few_Fruit_Veg","Obesity","High_Blood_Pres","Smoker","Diabetes","Uninsured","Elderly_Medicare","Disabled_Medicare","Prim_Care_Phys_Rate","Dentist_Rate","Community_Health_Center_Ind","HPSA_Ind","A_Wh_Comp","A_Bl_Comp","A_Ot_Comp","A_Hi_Comp","A_Wh_BirthDef","A_Bl_BirthDef","A_Ot_BirthDef","A_Hi_BirthDef","B_Wh_Injury","B_Bl_Injury","B_Ot_Injury","B_Hi_Injury","B_Wh_Cancer","B_Bl_Cancer","B_Ot_Cancer","B_Hi_Cancer","B_Wh_Homicide","B_Bl_Homicide","B_Ot_Homicide","B_Hi_Homicide","C_Wh_Injury","C_Bl_Injury","C_Ot_Injury","C_Hi_Injury","C_Wh_Homicide","C_Bl_Homicide","C_Ot_homicide","C_Hi_Homicide","C_Wh_Suicide","C_Bl_Suicide","C_Ot_Suicide","C_Hi_Suicide","C_Wh_Cancer","C_Bl_Cancer","C_Ot_Cancer","C_Hi_Cancer","D_Wh_Injury","D_Bl_Injury","D_Ot_Injury","D_Hi_Injury","D_Wh_Cancer","D_Bl_Cancer","D_Ot_Cancer","D_Hi_Cancer","D_Wh_HeartDis","D_Bl_HeartDis","D_Ot_HeartDis","D_Hi_HeartDis","D_Wh_Suicide","D_Bl_Suicide","D_Ot_Suicide","D_Hi_Suicide","D_Wh_HIV","D_Bl_HIV","D_Ot_HIV","D_Hi_HIV","D_Wh_Homicide","D_Bl_Homicide","D_Ot_Homicide","D_Hi_Homicide","E_Wh_Cancer","E_Bl_Cancer","E_Ot_Cancer","E_Hi_Cancer","E_Wh_HeartDis","E_Bl_HeartDis","E_Ot_HeartDis","E_Hi_HeartDis","F_Wh_HeartDis","F_Bl_HeartDis","F_Ot_HeartDis","F_Hi_HeartDis","F_Wh_Cancer","F_Bl_Cancer","F_Ot_Cancer","F_Hi_Cancer","LCD_Time_Span","ALE","US_ALE","All_Death","US_All_Death","Health_Status","US_Health_Status","Unhealthy_Days","US_Unhealthy_Days"
"351","067","12","Lafayette","Florida","FL",44,"frontier status, population size, poverty, age",33,7953,15,18.9,21.6,66.9,10.4,1.1,82.1,16.7,0.7,0.2,11.9,1724,98,183,441,444,0,3,1,22,4,8,5,4,3,1598,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1190,603,130,25.1,12.6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,35,NA,NA,NA,34,NA,NA,NA,23,NA,NA,NA,NA,74.2,76.5,951.8,898.6,NA,17.1,NA,6
"352","069","12","Lake","Florida","FL",16,"frontier status, population size, poverty, age",27,277035,291,10.2,20.6,52.7,23.3,3.3,88.4,8.8,0.4,1.5,9,40906,4088,8311,15559,13995,2,3,7,251,4,106,51,4,21,63915,1,1,1,1,1,1,NA,23,72.2,21.4,34.4,24.4,7.8,31233,64659,6362,58.8,23.1,1,2,38,NA,NA,NA,24,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,31,27,NA,NA,13,NA,NA,NA,12,16,NA,NA,10,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,40,16,NA,32,21,24,NA,NA,32,30,NA,33,24,22,NA,26,NA,77.7,76.5,772.5,898.6,17.6,17.1,6.5,6
"353","071","12","Lee","Florida","FL",4,"frontier status, population size, poverty",25,544758,678,10.2,21.3,56,19.9,2.8,90,7.5,0.4,1.2,14.2,69575,7808,21528,30347,27584,3,3,14,406,4,200,241,4,86,115378,1,1,1,1,1,1,NA,27.4,75.8,18.7,30.9,26.6,9.8,66178,95942,10168,58.4,31,1,2,38,67,NA,46,28,18,NA,29,36,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,66,17,NA,61,NA,52,NA,24,12,NA,NA,NA,NA,NA,NA,NA,36,16,NA,50,19,11,NA,12,NA,13,NA,NA,10,NA,NA,NA,NA,15,NA,NA,NA,19,NA,NA,36,29,NA,23,22,23,NA,20,34,32,NA,36,25,24,NA,18,NA,78.9,76.5,709.7,898.6,16.3,17.1,5.7,6
"354","073","12","Leon","Florida","FL",6,"frontier status, population size, poverty",53,245756,369,14,25.2,66.1,7.8,0.9,65.8,30.2,0.3,2.5,4,15896,4400,6264,13143,15566,2,3,7,258,4,115,76,4,72,144954,1,1,1,1,1,1,NA,20.6,77.4,16.2,19.6,20.1,4.6,32754,19717,3154,102.1,37.4,1,2,51,67,NA,NA,21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,NA,NA,20,22,NA,NA,NA,14,NA,NA,13,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,42,28,NA,NA,16,23,NA,NA,24,26,NA,19,21,21,NA,19,NA,76.8,76.5,897.5,898.6,10.6,17.1,5.2,6
"355","075","12","Levy","Florida","FL",35,"frontier status, population size, poverty, age",27,37998,34,16.3,23.5,59,15.8,1.7,87.4,10.6,0.5,0.5,5.3,6827,620,1851,2064,1999,2,3,2,29,4,28,37,4,21,251067,1,1,1,1,1,1,NA,28.9,80.5,28.8,NA,23.7,6.8,6477,5674,1351,31.6,13.2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,11,NA,NA,NA,12,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,23,NA,NA,18,23,NA,NA,28,33,NA,18,22,13,NA,36,NA,74.8,76.5,1020.2,898.6,20.5,17.1,6.3,6
"356","077","12","Liberty","Florida","FL",41,"frontier status, population size, poverty, age",47,7773,9,17.2,21.8,68.3,9.1,0.9,79,19,1.7,0.2,6.5,1860,107,274,431,424,0,3,1,20,4,13,9,4,6,23999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,7.3,1042,711,243,0,12.9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,20,NA,NA,NA,28,41,NA,NA,25,11,NA,NA,NA,76.8,76.5,1025.4,898.6,14.7,17.1,6.9,6
"357","079","12","Madison","Florida","FL",67,"frontier status, population size, poverty, age, population density",31,19092,28,18.3,25.3,59.6,13,2.1,58.6,40.4,0.3,0.4,4.3,4119,370,782,1017,1038,1,4,0,22,3,29,2,3,11,NA,1,1,1,1,1,1,NA,NA,83.3,NA,NA,NA,17.2,3163,2637,690,36.7,10.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,NA,NA,11,18,NA,NA,15,NA,NA,NA,13,NA,NA,NA,NA,11,NA,NA,NA,12,NA,NA,31,25,NA,NA,30,27,NA,NA,35,34,NA,NA,22,21,NA,NA,NA,74.6,76.5,954.2,898.6,NA,17.1,NA,6
"358","081","12","Manatee","Florida","FL",16,"frontier status, population size, poverty, age",27,306779,414,10.8,22.2,55.3,19.1,3.4,88.8,8.7,0.3,1.4,11.7,40566,4548,9522,16893,15533,3,3,8,195,4,126,37,4,25,1658571,1,1,1,1,1,1,NA,26.9,69.7,18.4,31.1,21.5,8.2,36466,50092,5484,66.8,29.7,1,2,37,52,NA,NA,28,13,NA,NA,55,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,10,NA,39,14,10,NA,NA,12,19,NA,NA,12,NA,NA,NA,NA,20,NA,NA,NA,14,NA,15,37,21,NA,27,22,29,NA,14,35,37,NA,34,23,21,NA,18,NA,78.2,76.5,729.2,898.6,17.7,17.1,5.7,6
"359","083","12","Marion","Florida","FL",6,"frontier status, population size, poverty",53,303442,192,14,21.6,54.8,20.9,2.7,85.9,11.6,0.5,1.1,7.8,47158,4452,13640,16858,15722,8,4,8,174,4,131,144,4,82,181644,1,1,1,1,1,1,NA,26.1,76.1,23.7,35,25.2,9.4,41468,63902,8769,48.8,25.4,2,2,51,54,NA,NA,25,12,NA,NA,56,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,68,33,NA,NA,NA,29,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,35,24,NA,35,12,13,NA,13,13,12,NA,13,13,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,36,29,NA,19,23,24,NA,26,33,30,36,30,25,25,21,25,NA,76.7,76.5,863.1,898.6,19.8,17.1,7.8,6
"360","085","12","Martin","Florida","FL",13,"frontier status, population size, poverty, age",16,139728,251,9.2,19.4,54.2,22.4,3.9,92.2,5.5,0.8,1,9,15329,2423,5082,7972,7066,0,3,4,128,4,59,20,4,12,1030917,1,1,1,1,1,1,NA,24.2,74.5,13.9,26.4,22.1,6.4,14138,32406,2453,77.3,49.4,1,2,39,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,20,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,36,30,NA,NA,18,22,NA,NA,33,34,NA,59,25,15,NA,10,NA,79.6,76.5,673.2,898.6,10.3,17.1,5.4,6
"361","086","12","Miami-Dade","Florida","FL",1,"frontier status, population size",34,2376014,1221,18.9,26.2,60,12.1,1.7,76.5,20.5,0.3,1.5,60.1,501292,48143,1474332,124730,124789,13,3,69,1322,4,624,747,4,347,827832,1,1,1,2,1,1,NA,34.6,79,19,24.2,17.6,8.1,485473,287005,34348,111.5,47.1,1,2,52,51,NA,51,26,16,NA,28,39,36,NA,41,18,NA,NA,15,NA,10,NA,NA,53,24,NA,54,13,39,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,22,25,17,NA,19,18,NA,12,15,10,NA,NA,NA,NA,NA,30,NA,NA,NA,11,NA,NA,35,23,44,36,25,26,23,25,39,39,35,39,20,22,18,20,NA,77.6,76.5,761.6,898.6,18.4,17.1,5.4,6
"362","087","12","Monroe","Florida","FL",21,"frontier status, population size, poverty, age",44,76329,77,10.2,17.7,67.2,13.8,1.3,92.3,5.4,0.4,1.1,17.7,8955,1327,2573,4435,3676,0,3,8,80,4,52,23,4,12,63,1,1,1,1,1,1,NA,21.2,73.1,20,26.3,26.4,7.2,10211,9717,1435,68.1,43.2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,29,13,NA,NA,13,NA,15,NA,NA,14,NA,NA,21,NA,35,NA,NA,NA,15,NA,NA,32,32,NA,29,16,28,NA,21,26,18,NA,24,26,30,NA,20,NA,77.5,76.5,818.3,898.6,15.2,17.1,5.4,6
"363","089","12","Nassau","Florida","FL",20,"frontier status, population size, poverty, age",32,64746,99,8.9,24,61.7,13.2,1.1,90.5,7.5,0.4,0.7,2,8444,1083,1924,3495,3379,2,3,12,97,4,41,60,4,21,4144711,1,1,1,1,1,1,NA,24.5,73.7,28.2,NA,24.2,9.8,6260,7843,1497,43.2,21.6,2,2,39,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,10,NA,NA,NA,27,15,NA,NA,17,12,NA,NA,17,19,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,15,NA,NA,35,40,NA,NA,24,18,NA,NA,30,37,NA,NA,23,22,NA,NA,NA,75.5,76.5,980.2,898.6,15.6,17.1,5.5,6
"364","091","12","Okaloosa","Florida","FL",15,"frontier status, population size, poverty, age",23,182172,195,9.9,25.9,61.1,12.2,0.9,84.2,9.7,0.6,2.9,5.1,14552,2828,6159,9604,9471,0,3,5,181,4,115,12,3,58,146327,1,1,1,1,1,1,NA,19.3,73.3,20.7,28.5,22,7.6,21753,23096,3631,92.2,50.5,2,2,28,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,27,28,NA,NA,17,10,NA,NA,12,14,NA,NA,13,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,37,25,NA,NA,22,30,NA,NA,28,37,18,26,23,23,21,17,NA,76.6,76.5,925.8,898.6,14.3,17.1,6.2,6
"365","093","12","Okeechobee","Florida","FL",36,"frontier status, population size, poverty, age",23,39836,51,15,26.2,57.7,14.5,1.6,89.3,8,0.9,1,21.5,9088,822,1309,2093,2127,0,3,7,61,4,33,26,4,22,0,1,1,1,1,1,1,NA,39.6,79.9,28.2,NA,NA,8.5,7655,5966,1185,52.7,20.1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,45,15,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,35,29,NA,NA,25,23,NA,NA,37,45,NA,NA,22,21,NA,NA,NA,74.6,76.5,916.1,898.6,22.9,17.1,6.8,6
"366","095","12","Orange","Florida","FL",3,"frontier status, population size, poverty",39,1023023,1127,13.2,27.5,63,8.6,1,72.5,20.7,0.5,4.5,22.8,119058,19843,32289,52803,54345,7,3,28,713,4,397,390,4,397,8865738,1,1,1,1,1,1,NA,25.9,78.3,19.5,23.6,19.8,7.2,157645,91188,19222,90.5,34.1,1,2,54,46,NA,48,15,13,NA,14,33,28,NA,36,13,NA,NA,20,NA,14,NA,NA,58,29,NA,53,NA,31,NA,15,10,NA,NA,NA,NA,NA,NA,NA,28,10,25,34,16,13,NA,11,NA,13,13,NA,NA,NA,17,NA,NA,24,NA,NA,NA,NA,NA,NA,35,27,42,28,21,24,11,20,31,31,35,28,22,25,25,24,NA,76.9,76.5,861.6,898.6,14.4,17.1,5.2,6
"367","097","12","Osceola","Florida","FL",15,"frontier status, population size, poverty, age",23,231578,175,13.1,27.3,61.4,10.1,1.2,84.4,10.1,0.6,3,37.2,31207,4085,7730,11977,12262,2,3,6,113,4,128,17,3,64,8626,1,1,1,1,1,1,NA,29,77.6,22.2,19.7,23,7.3,33602,20397,5164,43.6,13.4,1,2,49,NA,NA,50,21,NA,NA,27,52,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,39,18,NA,NA,20,11,16,NA,NA,12,NA,NA,NA,NA,16,NA,11,NA,NA,NA,NA,37,24,NA,36,20,23,NA,16,33,36,33,30,22,19,17,21,NA,76.8,76.5,834.5,898.6,15.6,17.1,7.7,6
"368","099","12","Palm Beach","Florida","FL",1,"frontier status, population size",34,1268548,643,10.9,22.8,55.8,17.7,3.6,80.5,16,0.5,2.1,15.9,146587,24841,34504,69436,64531,15,3,36,741,4,320,261,4,178,1959545,1,1,1,1,1,1,NA,23.4,69.9,18.3,27.8,20.1,7.8,159195,228250,18435,82.9,51.2,1,2,43,52,NA,42,27,12,NA,29,52,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,28,NA,60,NA,30,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,35,36,15,NA,25,14,10,13,NA,NA,11,NA,10,NA,NA,39,NA,NA,NA,NA,NA,NA,39,25,17,34,19,22,17,23,35,35,36,32,24,22,19,25,NA,79.1,76.5,694.4,898.6,15.7,17.1,5.5,6
"369","101","12","Pasco","Florida","FL",5,"frontier status, population size, poverty",25,429065,576,11.9,21.7,56.7,18.3,3.4,93.5,3.4,0.4,1.6,8.3,68668,7154,18137,23811,22075,4,3,11,346,4,190,66,3,146,846564,1,1,1,1,1,1,NA,24.9,76.3,23.1,34.8,23.6,8.1,49412,75344,11748,50.8,18.6,1,2,48,NA,NA,NA,23,NA,NA,NA,44,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,30,14,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,36,24,NA,32,20,20,NA,16,33,20,NA,28,22,26,23,22,NA,76.7,76.5,837.1,898.6,17,17.1,7.1,6
"370","103","12","Pinellas","Florida","FL",3,"frontier status, population size, poverty",39,928032,3315,12.1,20.8,58.4,17.3,3.5,85.6,10.1,0.4,2.7,6.2,108453,18082,47517,52056,46679,11,3,28,518,4,388,149,3,388,879101,1,1,1,1,1,1,NA,24.2,72,19,28.4,22.5,8.5,109940,173134,24648,87.3,51.5,1,2,56,59,NA,NA,20,13,NA,NA,24,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,57,16,NA,NA,NA,35,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,26,12,20,27,15,NA,20,16,11,16,15,NA,12,NA,10,NA,NA,16,NA,11,NA,13,NA,NA,35,26,38,31,21,21,17,21,29,25,25,28,20,19,26,20,NA,77.2,76.5,823.3,898.6,16.1,17.1,6.7,6
"371","105","12","Polk","Florida","FL",5,"frontier status, population size, poverty",25,542912,290,14,25.6,56.9,15.5,2.1,82.9,14.2,0.5,1.4,13.2,91048,10221,19259,28703,28344,3,3,15,443,4,255,247,4,195,7128634,1,1,1,1,1,1,NA,32.9,75.2,27.9,29.2,22.2,9.2,79871,79346,14262,54.3,22.3,1,2,46,66,NA,52,17,NA,NA,16,32,48,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,65,41,NA,74,NA,25,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,27,13,NA,40,16,13,NA,NA,13,15,NA,NA,11,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,13,38,24,NA,24,24,29,29,18,38,42,30,37,22,18,48,16,NA,76.5,76.5,832.5,898.6,21,17.1,6.1,6
"372","107","12","Putnam","Florida","FL",8,"frontier status, population size, poverty",54,73568,102,18.7,25.5,56.2,16.7,1.6,80.7,17.4,0.5,0.7,7.4,14620,1373,2609,3897,3819,1,3,0,104,4,71,85,4,35,10302178,1,1,1,1,1,1,NA,29.6,80.9,30.5,32.4,27,11.6,13304,11425,2795,43.5,15,1,2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,24,17,NA,NA,15,NA,NA,NA,13,15,NA,NA,10,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,35,29,NA,NA,20,20,NA,NA,28,25,NA,27,24,27,NA,20,NA,73.7,76.5,1037.2,898.6,24.5,17.1,6.3,6
"373","109","12","St. Johns","Florida","FL",16,"frontier status, population size, poverty, age",27,161525,265,8.1,22.3,63,13.1,1.6,91.4,6,0.3,1.6,3.7,14349,2311,5095,8911,8694,0,3,4,114,4,61,40,4,12,75487,1,1,1,1,1,1,NA,22.2,76.4,16.8,27.3,20.1,6.4,12404,20433,2823,84.2,28.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,23,NA,NA,15,15,NA,NA,27,24,NA,20,24,22,NA,20,NA,78,76.5,759.3,898.6,11.9,17.1,5.6,6
"374","111","12","St. Lucie","Florida","FL",6,"frontier status, population size, poverty",53,241305,422,12.9,22.9,56,18.4,2.7,80.8,16.5,0.3,1.4,12.3,37491,4962,8643,13197,12608,8,4,6,138,4,99,31,3,62,559916,1,1,1,1,1,1,NA,25,76.2,23,34.7,28.3,10.4,29919,38041,6214,41,21.1,1,2,45,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,35,NA,NA,19,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,14,NA,65,12,NA,NA,NA,12,10,NA,NA,11,NA,NA,NA,NA,38,NA,NA,NA,11,NA,13,37,22,NA,33,24,22,NA,24,34,36,NA,31,26,25,NA,24,NA,76.8,76.5,788.3,898.6,17.6,17.1,6.4,6
"375","113","12","Santa Rosa","Florida","FL",15,"frontier status, population size, poverty, age",23,143105,141,10,25,63,11.1,0.9,90.9,4.9,0.9,1.6,3.1,13981,2264,5550,7635,7605,0,3,4,109,4,84,24,3,42,2703570,1,1,1,2,1,1,NA,24.6,75.6,19.3,24.6,27.3,4.8,15347,14882,3139,65,20.3,2,2,25,NA,NA,NA,25,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,17,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,40,NA,NA,25,30,NA,NA,27,17,43,NA,24,27,18,NA,NA,76.4,76.5,875.9,898.6,14.9,17.1,6.2,6
"376","115","12","Sarasota","Florida","FL",10,"frontier status, population size, poverty, age",36,366256,641,8.4,17.5,53,24.8,4.7,93.4,4.5,0.2,1.1,6.2,36348,5277,12532,21347,18238,7,3,10,229,4,122,67,4,61,43288,1,1,1,1,1,1,NA,21.6,72.7,18,28.5,20,6.4,31428,98574,7475,85.7,53,1,2,51,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,32,15,NA,NA,15,13,NA,NA,10,13,NA,NA,14,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,40,27,NA,40,19,29,NA,12,30,33,NA,33,23,24,NA,16,NA,79.6,76.5,668.7,898.6,14.7,17.1,5.5,6
"377","117","12","Seminole","Florida","FL",10,"frontier status, population size, poverty, age",36,401619,1303,9.1,25.5,63.8,9.8,1,83.9,10.9,0.4,3.3,13.6,30274,7621,15334,21296,21208,0,3,11,326,4,137,84,4,68,5114,1,1,1,1,1,1,NA,19.4,78.9,16.3,24.8,23.3,6.3,49258,35452,5992,67,37.1,1,2,43,33,NA,NA,25,21,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,31,15,NA,NA,NA,11,14,NA,14,17,10,NA,11,NA,18,NA,11,NA,13,NA,NA,38,29,NA,31,20,16,NA,19,34,35,28,35,21,19,30,19,NA,78,76.5,840.7,898.6,12.5,17.1,6.4,6
"378","119","12","Sumter","Florida","FL",35,"frontier status, population size, poverty, age",27,64182,118,13.1,16.9,59.7,21.6,1.9,85.1,12.9,0.5,0.7,7.7,11034,825,2272,3766,3378,0,3,3,60,4,44,10,3,33,274227,1,1,1,1,1,1,NA,22.9,86.4,32.6,NA,14.4,12.9,8049,7170,1460,21.8,9.3,1,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,29,32,NA,NA,10,14,NA,NA,19,14,NA,NA,10,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,36,20,NA,NA,26,31,NA,NA,36,38,NA,31,26,24,NA,12,NA,78.3,76.5,804.3,898.6,16.7,17.1,4.3,6
"379","121","12","Suwannee","Florida","FL",34,"frontier status, population size, poverty, age",22,38624,56,16.4,24,58.4,15.7,1.9,86.6,11.5,0.4,0.6,7.1,7009,600,1478,2082,2038,0,3,2,39,4,23,7,3,11,1357079,1,1,1,1,1,1,NA,37.6,80.9,31.8,NA,29.9,7.2,6295,6239,1426,15.5,15.5,2,1,65,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,14,NA,NA,NA,38,29,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,39,22,NA,NA,18,22,NA,NA,29,25,NA,NA,20,21,NA,NA,NA,74.2,76.5,1014.7,898.6,24.1,17.1,7.1,6
"380","123","12","Taylor","Florida","FL",66,"frontier status, population size, poverty, age, population density",37,19622,19,16.7,23.9,61.7,13,1.4,78.6,19,0.9,0.5,1.9,4004,386,679,1061,1046,0,3,0,38,4,34,1,3,28,1910227,1,1,1,1,1,1,NA,33.2,NA,30.8,NA,NA,13.5,2972,2593,634,40.8,10.2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,14,NA,NA,12,14,NA,NA,NA,17,NA,NA,10,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,35,33,NA,NA,28,29,NA,NA,33,30,NA,NA,23,23,NA,NA,NA,73.8,76.5,1079.9,898.6,21.3,17.1,6.6,6
