County_FIPS_Code,State_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Ecol_Rpt,Ecol_Rpt_Ind,Ecol_Exp,Salm_Rpt,Salm_Rpt_Ind,Salm_Exp,Shig_Rpt,Shig_Rpt_Ind,Shig_Exp,Toxic_Chem,Carbon_Monoxide_Ind,Nitrogen_Dioxide_Ind,Sulfur_Dioxide_Ind,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind,EH_Time_Span,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind,A_Wh_Comp,A_Bl_Comp,A_Ot_Comp,A_Hi_Comp,A_Wh_BirthDef,A_Bl_BirthDef,A_Ot_BirthDef,A_Hi_BirthDef,B_Wh_Injury,B_Bl_Injury,B_Ot_Injury,B_Hi_Injury,B_Wh_Cancer,B_Bl_Cancer,B_Ot_Cancer,B_Hi_Cancer,B_Wh_Homicide,B_Bl_Homicide,B_Ot_Homicide,B_Hi_Homicide,C_Wh_Injury,C_Bl_Injury,C_Ot_Injury,C_Hi_Injury,C_Wh_Homicide,C_Bl_Homicide,C_Ot_homicide,C_Hi_Homicide,C_Wh_Suicide,C_Bl_Suicide,C_Ot_Suicide,C_Hi_Suicide,C_Wh_Cancer,C_Bl_Cancer,C_Ot_Cancer,C_Hi_Cancer,D_Wh_Injury,D_Bl_Injury,D_Ot_Injury,D_Hi_Injury,D_Wh_Cancer,D_Bl_Cancer,D_Ot_Cancer,D_Hi_Cancer,D_Wh_HeartDis,D_Bl_HeartDis,D_Ot_HeartDis,D_Hi_HeartDis,D_Wh_Suicide,D_Bl_Suicide,D_Ot_Suicide,D_Hi_Suicide,D_Wh_HIV,D_Bl_HIV,D_Ot_HIV,D_Hi_HIV,D_Wh_Homicide,D_Bl_Homicide,D_Ot_Homicide,D_Hi_Homicide,E_Wh_Cancer,E_Bl_Cancer,E_Ot_Cancer,E_Hi_Cancer,E_Wh_HeartDis,E_Bl_HeartDis,E_Ot_HeartDis,E_Hi_HeartDis,F_Wh_HeartDis,F_Bl_HeartDis,F_Ot_HeartDis,F_Hi_HeartDis,F_Wh_Cancer,F_Bl_Cancer,F_Ot_Cancer,F_Hi_Cancer,LCD_Time_Span,ALE,US_ALE,All_Death,US_All_Death,Health_Status,US_Health_Status,Unhealthy_Days,US_Unhealthy_Days,Suicide,LBW,VLBW,Premature,Under_18,Over_40,Unmarried,Late_Care,Infant_Mortality,IM_Hisp,IM_Neonatal,IM_Postneonatal,Brst_Cancer,Col_Cancer,CHD,Homicide,Lung_Cancer,MVA,Stroke,Suicide..160,Injury,Total_Births,Total_Deaths
65,6,Riverside,California,CA,1,"frontier status, population size",34,1946419,270,12.3,29.8,58.8,9.8,1.7,84.5,6.5,1.4,5.2,40.5,297794,42936,83445,96145,132670,11,3,51,0,3,459,0,3,255,235290,1,1,1,2,2,1,NA,28,72.2,23.4,24.9,16.3,6.8,320908,192964,26996,45.7,27,1,2,44,55,63,41,25,14,21,28,42,48,NA,46,17,NA,NA,16,NA,17,NA,NA,45,28,35,43,16,28,16,22,NA,NA,16,NA,NA,NA,NA,NA,24,18,18,28,15,14,18,13,11,16,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,14,NA,NA,30,28,40,25,25,30,21,22,36,37,33,33,22,24,26,21,NA,77.3,76.5,805.7,898.6,17.2,17.1,6.7,6,9.8,6,1.1,10.8,3.9,2.4,36,16.6,5.8,5.4,3.8,2,26,19.4,219.3,6.4,49.5,16.7,60,9.8,16.1,80134,39244
67,6,Sacramento,California,CA,1,"frontier status, population size",34,1363482,1412,13.7,28.5,60.6,9.4,1.5,70,10.5,1.1,14,18.2,144113,32403,37606,68447,91279,29,3,39,0,3,351,0,3,195,437060,1,1,1,2,1,1,NA,18.4,73.3,20.8,25.3,17.2,6.4,198250,133617,27079,90.9,53,1,2,39,42,49,44,29,14,22,27,37,28,38,44,13,NA,13,NA,NA,NA,NA,NA,49,19,47,47,14,40,18,23,11,NA,18,NA,NA,NA,NA,NA,20,12,16,23,13,13,22,15,10,13,13,NA,10,NA,10,NA,NA,NA,NA,NA,NA,14,NA,NA,34,28,33,27,20,25,24,18,32,29,29,29,22,24,22,23,NA,77.2,76.5,821.6,898.6,13.9,17.1,6.7,6,10.9,6.5,1.3,9.3,3.1,3,32.7,18.2,5.6,4.5,3.3,2.3,25.5,17,193.1,5.8,53.7,13.7,69.5,10.9,16.9,58592,28774
69,6,San Benito,California,CA,29,"frontier status, population size, poverty, age",37,55936,40,9.2,31.9,60,7.1,1.1,91.7,1.4,1.6,3.6,50.1,8339,1989,2318,2683,3726,8,4,5,0,3,38,0,3,14,2714,1,1,1,1,1,1,NA,NA,NA,NA,NA,6,NA,10002,4224,620,39.3,25,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,14,NA,NA,NA,11,NA,NA,NA,11,NA,NA,NA,22,NA,NA,26,18,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,31,23,NA,NA,19,28,NA,23,25,22,NA,23,21,NA,78.9,76.5,724.6,898.6,NA,17.1,5.7,6,6.7,4.9,0.7,9.1,3.4,2.8,29.8,17.4,3.5,3.7,2.2,1.3,23.5,14.9,136.1,4.4,39.1,18.8,59.9,6.7,15.7,4617,1351
71,6,San Bernardino,California,CA,1,"frontier status, population size",34,1963535,98,16,32.2,59.7,7.1,1,80.6,9.5,1.4,6,44.2,295593,43325,57473,93938,134224,34,3,54,0,3,489,0,3,272,3392873,1,1,1,2,2,1,NA,28.6,77.2,25.7,26.4,17.8,7.8,351853,148115,31133,60.2,35.2,1,2,45,61,60,47,26,15,12,27,37,46,NA,38,15,NA,NA,15,NA,NA,NA,NA,44,19,39,36,18,44,12,26,NA,NA,NA,NA,NA,NA,12,NA,18,13,20,19,15,NA,14,13,11,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,11,30,28,37,28,23,28,20,20,35,36,35,33,21,23,22,20,NA,76,76.5,916.2,898.6,19.4,17.1,6.9,6,10.3,6.8,1.3,10.8,4.1,2.3,39.7,17.3,7.3,6.2,4.8,2.5,26.2,20.4,241.3,8.1,51.9,16.9,60.7,10.3,12.5,89760,35401
73,6,San Diego,California,CA,1,"frontier status, population size",34,2933462,698,11.6,27.5,61.4,9.4,1.6,79.8,5.6,1,10.8,29,321491,64744,94832,149211,200974,84,3,87,0,3,781,0,3,434,2351781,1,1,1,2,2,1,NA,22.5,73.2,20.3,24.7,14.6,5.6,488866,310855,39312,91.5,58,1,2,46,63,42,47,28,19,33,29,20,20,22,18,27,NA,22,35,NA,NA,NA,NA,44,38,42,41,11,24,13,19,14,NA,18,NA,NA,NA,NA,10,21,13,14,21,17,11,25,19,NA,NA,NA,NA,11,NA,13,NA,NA,12,NA,NA,NA,11,NA,NA,35,28,41,32,19,25,18,16,31,33,30,32,22,24,24,22,NA,78.6,76.5,746.8,898.6,14.1,17.1,5.8,6,10.5,6.1,1.1,10.3,2.8,3.4,28.1,13.6,4.9,4.3,3.5,1.4,26.5,16.5,164.6,3.6,45.5,10.8,58.3,10.5,14.9,133137,59354
75,6,San Francisco,California,CA,3,"frontier status, population size, poverty",39,739426,15837,12,15.7,69.6,12.4,2.4,56.6,7.3,0.5,33.3,13.5,108473,21518,26509,43296,48861,44,4,23,0,3,320,0,3,320,62356,1,1,1,1,1,1,NA,21.8,69.3,10.5,20.8,17.8,3.7,102303,103470,14367,243.3,126.4,1,2,63,50,57,54,20,NA,NA,25,32,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,36,NA,30,NA,29,79,12,57,15,NA,18,NA,NA,NA,NA,NA,20,13,19,23,NA,NA,25,NA,NA,12,NA,NA,11,NA,12,NA,23,20,NA,18,NA,13,NA,NA,29,22,46,30,19,24,17,14,33,32,28,28,22,23,24,23,NA,77.9,76.5,723.6,898.6,11.5,17.1,5.8,6,11,7.1,1.1,9.9,1.5,5.8,24.6,12.3,3.9,5.3,2.5,1.3,22.8,17.4,160.6,7.7,41.6,6.7,60.3,11,22.6,25255,18969
77,6,San Joaquin,California,CA,3,"frontier status, population size, poverty",39,664116,475,14.7,31.1,59.3,8.3,1.4,73,7.9,1.3,14.3,34.1,114335,21851,15449,32249,45098,38,4,18,0,3,257,0,3,257,409634,1,1,1,2,1,1,NA,27.6,67.5,25,28.8,16.9,6.4,109891,59105,12202,66.6,39.8,1,2,48,61,NA,51,23,NA,NA,22,32,NA,50,38,15,NA,NA,18,NA,NA,10,NA,52,33,38,43,17,37,22,26,NA,NA,18,NA,NA,NA,NA,NA,28,18,18,30,13,NA,22,11,10,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,10,30,27,28,23,23,23,24,19,34,35,36,32,21,25,18,21,NA,76.4,76.5,874.1,898.6,17.4,17.1,6.5,6,10,6.6,1.2,10.5,4.3,2.4,37.8,26.3,7.1,6.4,5.3,1.7,25.9,16.1,211.1,8.7,57.8,18.3,73.8,10,19.7,30435,13733
79,6,San Luis Obispo,California,CA,16,"frontier status, population size, poverty, age",27,255478,77,11.1,22.6,63.1,12.1,2.2,91.3,2.1,1.1,3.3,17.5,24056,5394,6293,13891,18985,6,3,8,0,3,113,0,3,23,210152,1,1,1,2,1,1,NA,14.2,75.9,19.1,24.9,12.6,5.5,36997,34939,5171,92,51.7,1,2,48,NA,NA,NA,24,NA,NA,NA,25,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,33,18,NA,NA,NA,NA,NA,NA,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,36,NA,NA,26,19,NA,NA,16,30,31,33,29,23,34,22,22,NA,79.4,76.5,708.5,898.6,10.7,17.1,5.7,6,13.1,5.5,0.8,9.1,2.5,3.7,27.8,17.6,4.3,5.9,3.1,1.2,21.3,17.6,140.4,2.1,48.5,12.9,53.7,13.1,18.3,7427,6141
81,6,San Mateo,California,CA,2,"frontier status, population size, poverty",32,699610,1558,6.8,24.5,62.5,11,2,68.5,3.4,0.5,24.8,22.3,71026,15693,19311,36884,44971,35,4,21,0,3,274,0,3,84,377164,1,1,1,1,1,1,NA,18.8,71,14.4,21.6,16.8,4.2,84134,84402,7789,119.4,78.3,1,2,49,NA,33,50,22,NA,47,25,29,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,38,NA,30,42,18,NA,17,22,NA,NA,13,NA,11,NA,17,12,22,NA,12,26,17,13,32,15,NA,13,16,NA,11,NA,NA,NA,NA,12,NA,NA,NA,19,NA,NA,40,34,44,35,19,19,21,16,29,27,31,30,24,28,23,22,NA,80.3,76.5,641.6,898.6,13.1,17.1,5.5,6,7.1,6.3,1,9.6,1.7,5.2,19.5,12.8,4.1,4,2.9,1.1,23.4,17.4,129.1,3.4,42.4,7.9,57.2,7.1,12.4,30483,14256
83,6,Santa Barbara,California,CA,4,"frontier status, population size, poverty",25,400762,146,13.1,27.1,60,10.8,2.1,89.1,2.3,1.6,4.8,36.8,51492,9282,9515,20550,28582,15,3,12,0,3,169,0,3,72,30836,1,1,1,1,1,1,NA,20.4,71.5,17.4,28.5,12.9,5.7,71837,49254,6992,96.8,68.6,1,2,35,NA,NA,35,38,NA,NA,38,34,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,55,NA,NA,NA,17,NA,NA,NA,13,NA,NA,NA,NA,31,21,NA,39,12,17,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,34,24,23,33,22,24,18,22,31,38,34,28,22,24,18,22,NA,79.8,76.5,686.2,898.6,17.8,17.1,6.3,6,10,6.4,1,11.2,3.4,3.3,30.1,19.2,4.3,4,2.9,1.3,21.2,15.1,152.4,2,41.2,10,54.3,10,20.4,17115,8732
85,6,Santa Clara,California,CA,1,"frontier status, population size",34,1699052,1316,8.8,26.4,63.2,9.1,1.3,63.2,2.8,0.8,30.6,24.5,187410,44962,42253,87537,110317,54,3,50,0,3,454,0,3,252,718172,1,1,1,2,1,1,NA,18.4,71.4,17.4,22.6,10.9,5.9,196918,156358,16757,123.4,76,1,2,51,NA,59,46,25,NA,17,28,20,NA,24,26,27,NA,11,24,NA,NA,NA,NA,42,NA,44,43,16,NA,NA,25,11,NA,19,NA,NA,NA,NA,NA,20,11,17,20,19,11,32,15,NA,23,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,34,46,28,19,22,16,19,32,35,28,27,22,23,24,22,NA,80.2,76.5,634.4,898.6,11.9,17.1,5.3,6,7.6,6.3,1,9,1.8,4,21.8,13.4,4,4.7,2.9,1.1,20.9,13.6,139.7,2.5,35.7,8,53.1,7.6,11.2,81257,26130
87,6,Santa Cruz,California,CA,14,"frontier status, population size, poverty, age",40,249666,561,11.3,25.2,64.5,8.6,1.6,90.9,1.2,1.2,4.3,27.4,27158,9160,7145,13112,17527,10,3,8,0,3,99,0,3,30,507,1,1,1,1,1,1,NA,16.8,64.9,17.9,17.7,11.3,6.9,41479,24187,3875,101.7,62.5,1,2,38,NA,NA,41,25,NA,NA,32,29,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,57,NA,NA,62,NA,NA,NA,10,13,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,34,15,NA,NA,16,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,33,26,19,NA,28,19,34,NA,36,26,21,NA,18,24,NA,79.3,76.5,736.3,898.6,18,17.1,7,6,13,5.3,1.1,9.7,3.3,4.5,31.6,9.2,4,4,2.1,2,22.7,15.8,147.6,3.4,44.4,12.2,50.4,13,15.7,10669,5098
89,6,Shasta,California,CA,6,"frontier status, population size, poverty",53,179904,48,13.4,24.8,60,13,2.1,90.9,1,2.6,2.3,7.1,20123,5802,6431,9497,12375,3,4,5,0,3,82,0,3,51,89428,1,1,1,1,1,1,NA,12.5,73.1,23.2,27.6,22.9,5.6,27365,26869,6931,81.7,51.1,1,2,29,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,38,NA,20,NA,16,NA,30,NA,30,19,21,NA,31,18,NA,76.1,76.5,914.2,898.6,14.6,17.1,7,6,19.5,5.7,1.1,8.1,4.4,2.4,38.7,11.2,6.7,11,3.5,3.2,24,18.5,174,4.3,66.6,21.7,61.9,19.5,31,5969,5509
91,6,Sierra,California,CA,79,"frontier status, population size, poverty, age",33,3434,4,9.2,21.6,61.4,14.3,2.7,96.9,0.3,1.8,0.1,8.4,359,134,418,189,239,0,3,1,0,3,5,0,3,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,441,587,90,0,29.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,13,NA,NA,NA,32,NA,NA,NA,20,NA,NA,NA,NA,77.8,76.5,779.5,898.6,NA,17.1,NA,6,NA,3.9,1.8,7.4,NA,4.6,22.1,19.2,NA,NA,NA,NA,NA,NA,137.7,NA,49.1,NA,46.1,NA,44.2,280,365
93,6,Siskiyou,California,CA,34,"frontier status, population size, poverty, age",22,45259,7,15.5,22.5,59.4,15.6,2.5,90.7,1.4,3.7,1.4,8.9,5076,1670,2413,2459,3122,2,3,2,0,3,29,0,3,13,152192,1,1,1,1,1,1,NA,11.6,NA,NA,NA,NA,8.7,8229,8300,1496,81.8,46.4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,10,NA,NA,NA,20,NA,NA,NA,10,NA,NA,NA,24,NA,NA,NA,17,NA,NA,NA,13,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,20,NA,NA,NA,29,46,13,39,24,13,21,17,NA,77.1,76.5,839.5,898.6,14.4,17.1,7.9,6,17.3,7,1,10,4.8,2.1,38.1,18.7,2.7,NA,1.4,1.4,24.3,13.5,146,NA,56,21.6,55.3,17.3,28.4,2191,2528
95,6,Solano,California,CA,10,"frontier status, population size, poverty, age",36,411593,496,8.4,28.9,60.9,8.9,1.3,64,15.3,0.9,14.9,20.6,41902,11422,9763,20576,27611,3,3,12,0,3,147,0,3,73,978872,1,1,1,1,1,1,NA,18.6,72,20.9,21.9,17.2,6.4,54843,36481,6473,81.1,53.9,1,2,40,62,NA,54,24,14,NA,17,30,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,51,25,NA,35,14,29,NA,27,11,NA,NA,15,NA,NA,NA,NA,23,15,NA,31,25,NA,24,23,NA,15,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,37,27,40,32,20,24,20,15,29,28,31,24,22,26,21,24,NA,77.7,76.5,792.1,898.6,12.3,17.1,6.6,6,9.4,6.7,1.3,10.5,2.9,2.6,31.8,24.7,5.6,4.7,3.8,1.8,24.3,19.1,160.1,5.3,52.6,11.6,69.8,9.4,15.1,17454,7904
97,6,Sonoma,California,CA,9,"frontier status, population size, poverty, age",24,466477,296,8.8,25.1,62.4,10.5,2.1,90.2,1.6,1.4,4.1,20.7,46951,11339,10826,24512,31741,29,4,28,0,3,182,0,3,98,31664,1,1,1,1,1,1,NA,18.2,72.5,20.7,17.1,16.6,6.3,63936,55690,8415,109.1,69.7,1,2,40,NA,NA,35,31,NA,NA,32,27,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,44,11,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,19,17,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,26,41,28,16,11,NA,17,29,32,25,22,22,33,25,21,NA,78.5,76.5,769.6,898.6,14.9,17.1,6.9,6,9.4,5.2,0.8,6.7,2.4,3.9,28.6,12,4.4,3.9,3,1.4,25,19.4,141.9,2.8,52.3,10.5,64.9,9.4,16,17232,11708
99,6,Stanislaus,California,CA,5,"frontier status, population size, poverty",25,505505,338,14.2,31.1,58.9,8.5,1.4,87.1,3.1,1.5,5.6,37,89586,18977,15745,24519,34231,27,4,14,0,3,244,0,3,187,180951,1,1,1,2,1,1,NA,28.2,74.6,25.4,24.6,18.7,10,89406,47608,10546,69.8,39,1,2,50,NA,NA,45,23,NA,NA,34,50,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,55,NA,NA,NA,16,11,NA,NA,NA,NA,NA,NA,NA,29,23,26,37,14,10,NA,NA,10,13,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,10,NA,NA,32,30,28,24,23,31,28,18,38,34,31,35,20,19,22,20,NA,76.2,76.5,907.4,898.6,21.1,17.1,7.1,6,10.6,6.5,1.3,11.5,4.3,2.3,35.5,16.4,7.5,6.9,5.5,2,23.7,19.9,246.3,5.3,54.6,20.5,60.6,10.6,27.8,23545,11061
101,6,Sutter,California,CA,23,"frontier status, population size, poverty, age",37,88876,148,12.9,28.4,59.5,10.6,1.5,80.9,2.3,1.6,12.6,25.4,15060,3840,2416,4467,6026,3,3,4,0,3,69,0,3,32,NA,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,6.6,16050,9708,1970,91.1,49.5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,10,NA,NA,NA,15,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,14,36,21,NA,14,14,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,15,11,24,NA,13,30,35,30,36,33,20,27,19,26,NA,76.8,76.5,889.9,898.6,NA,17.1,7.9,6,13,5.8,0.8,10.5,3.2,1.8,29.9,33.1,3.6,3.7,2.1,1.5,25.6,15.4,216.5,5,54.1,24.8,70.5,13,21,6121,3480
103,6,Tehama,California,CA,24,"frontier status, population size, poverty, age",35,61197,21,14.8,26.4,58.6,13,2,93.8,0.8,2.1,1.1,18.7,9655,1698,3947,3165,4207,0,3,3,0,3,40,0,3,20,580,1,1,1,2,1,1,NA,NA,NA,18.6,NA,NA,3.5,11402,7981,1748,49,27.8,2,2,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,12,NA,NA,NA,11,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,21,NA,NA,NA,29,NA,NA,28,23,NA,NA,30,NA,75.8,76.5,926,898.6,NA,17.1,7.3,6,16,5.5,1,9.1,5.8,1.6,40.6,18,6.4,2.1,4.1,2,25.9,23.5,179.8,NA,75.7,25.3,67.8,16,24,3428,3110
105,6,Trinity,California,CA,85,"frontier status, population size, poverty, age",25,13622,4,14.3,20.5,62.2,15.4,1.8,90.4,0.5,4.5,0.8,4.7,1856,524,1081,758,941,0,3,1,0,3,11,0,3,7,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2158,2191,548,51.4,29.4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,12,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,23,NA,NA,NA,25,NA,NA,NA,26,NA,NA,NA,NA,75.8,76.5,944,898.6,NA,17.1,NA,6,20.8,6.9,1.1,8.5,5.4,2.4,33.5,18.6,8.1,NA,4,4,32.3,21.8,148.6,7.7,70.4,36.2,59.6,20.8,37.4,1109,1436
107,6,Tulare,California,CA,5,"frontier status, population size, poverty",25,410874,85,21.5,34.1,56.6,8,1.3,90.9,1.9,1.9,3.8,54.7,88664,17366,12256,19106,27671,13,4,11,0,3,195,0,3,149,239754,1,1,1,2,1,1,NA,34.9,73.3,24.9,22.4,18.6,9.7,100242,35233,7389,53.8,33.3,1,2,52,NA,NA,54,19,NA,NA,20,47,NA,NA,46,13,NA,NA,12,NA,NA,NA,NA,55,NA,NA,53,17,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,28,29,13,34,13,NA,26,NA,NA,29,17,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,13,NA,NA,28,26,29,24,21,29,24,16,33,36,33,31,20,16,13,19,NA,76.1,76.5,878.7,898.6,20.8,17.1,6.8,6,8.8,5.7,1.1,10,5.7,1.9,42.9,17.6,6.1,5.8,3.9,2.2,22.6,16.4,188,7,48.3,24.3,66,8.8,23,22337,8117
109,6,Tuolumne,California,CA,21,"frontier status, population size, poverty, age",44,59380,27,11.5,18.9,63.4,15.5,2.2,91.8,3.1,1.8,1.1,10,6748,1604,3097,3364,4181,6,4,6,0,3,36,0,3,8,NA,1,1,1,1,1,1,NA,23.3,NA,21.3,NA,21.3,5.7,8213,9865,1471,82.5,58.9,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,10,NA,NA,NA,34,NA,NA,NA,14,NA,NA,NA,13,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,19,NA,NA,NA,32,NA,NA,34,25,NA,NA,25,NA,77.8,76.5,820.2,898.6,15.1,17.1,6,6,16.9,5,0.6,9.2,2.9,3.4,34.3,10.5,5.4,NA,2.3,3.2,26,19.5,165,NA,54.7,26,49.9,16.9,26.4,2218,2961
111,6,Ventura,California,CA,2,"frontier status, population size, poverty",32,796106,431,9.8,28.8,60.5,9.2,1.5,87.9,2.1,1.2,6.7,35.6,100009,19949,12387,39811,53105,17,3,23,0,3,304,0,3,94,56194,1,1,1,2,1,1,NA,21.5,72.9,19.5,27.7,16.1,7,130322,80262,10920,80,53.3,1,2,57,NA,NA,55,27,NA,NA,29,35,NA,NA,31,25,NA,NA,28,NA,NA,NA,NA,43,NA,NA,34,16,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,22,17,19,22,18,NA,NA,18,11,21,16,NA,10,NA,23,NA,NA,NA,NA,NA,NA,17,NA,11,38,38,46,32,19,16,24,15,31,36,29,27,22,13,24,22,NA,79.3,76.5,712.8,898.6,12.8,17.1,6.2,6,9.1,6.1,1,10.3,3,3.6,24.6,9.5,5.5,5.4,4.3,1.2,23.5,16.5,158.6,4,42.4,10.6,52.1,9.1,17,34961,14611
113,6,Yolo,California,CA,6,"frontier status, population size, poverty",53,184932,183,12.1,27.7,62.8,8.2,1.3,80.7,2.6,1.4,12.1,27.1,21394,5086,4425,9449,14301,7,4,5,0,3,86,0,3,54,128363,1,1,1,2,1,1,NA,20.1,76.2,13.9,NA,11.4,8.3,29458,16079,2760,132.5,46,1,2,50,NA,NA,NA,19,NA,NA,NA,32,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,22,NA,15,32,17,NA,25,16,10,NA,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,14,26,23,20,32,29,17,25,27,29,25,21,16,22,26,NA,77.9,76.5,829.9,898.6,15.2,17.1,6.8,6,8.9,5.3,0.9,7.5,2.7,3.6,26.4,24.8,5.2,4.9,3.5,1.7,19.8,16.4,147.6,2,52.2,9.8,62.7,8.9,22.8,7136,3512
